DP03_0062E,state,zip code tabulation area,,,,,
42857,42,17774,,,,,
45206,42,17815,,,,,
41667,42,17827,,,,,
47136,42,17837,,,,,
41950,42,17846,,,,,
38765,42,17847,,,,,
45793,42,17853,,,,,
50481,42,17878,,,,,
26875,42,17884,,,,,
49583,42,17888,,,,,
18125,42,17945,,,,,
79592,42,17339,,,,,
60444,42,17406,,,,,
59597,42,17502,,,,,
60694,42,17532,,,,,
59741,42,17540,,,,,
66678,42,17543,,,,,
63086,42,17584,,,,,
35071,42,17701,,,,,
48997,42,17702,,,,,
38836,42,17724,,,,,
58039,42,17728,,,,,
35000,42,17729,,,,,
44701,42,17771,,,,,
44408,42,17813,,,,,
42792,42,17842,,,,,
36818,42,17850,,,,,
51765,42,17856,,,,,
46146,42,17857,,,,,
49722,42,17864,,,,,
38472,42,17867,,,,,
43487,42,17901,,,,,
31705,42,17930,,,,,
65909,42,17949,,,,,
35721,42,17954,,,,,
34292,42,17970,,,,,
44018,42,17936,,,,,
41042,42,17944,,,,,
26250,42,17952,,,,,
32404,42,17982,,,,,
51875,42,17983,,,,,
17868,42,17946,,,,,
33393,42,17957,,,,,
49712,42,17968,,,,,
60750,42,17003,,,,,
158153,10,19807,,,,,
62413,10,19809,,,,,
87125,10,19810,,,,,
68291,10,19938,,,,,
46250,10,19940,,,,,
109821,24,20880,,,,,
59806,24,20903,,,,,
133750,51,20197,,,,,
90896,11,20008,,,,,
77835,11,20009,,,,,
86071,24,20611,,,,,
88789,24,20616,,,,,
90287,24,20619,,,,,
71319,24,20620,,,,,
26313,42,17764,,,,,
40684,42,17814,,,,,
45313,42,17830,,,,,
59783,42,17938,,,,,
53750,42,17985,,,,,
49722,42,17744,,,,,
56771,42,17868,,,,,
51490,42,17980,,,,,
67753,42,17015,,,,,
35156,42,17030,,,,,
NA,42,17039,,,,,
81781,42,17050,,,,,
58906,42,17056,,,,,
28958,42,17071,,,,,
NA,42,17120,,,,,
58643,42,17202,,,,,
86607,42,17210,,,,,
34632,42,17217,,,,,
45250,42,17246,,,,,
28688,42,17247,,,,,
47235,42,17250,,,,,
40417,42,17251,,,,,
19156,42,17256,,,,,
NA,42,17261,,,,,
63182,42,17263,,,,,
52906,42,17272,,,,,
75000,42,17371,,,,,
60724,42,17408,,,,,
NA,42,17507,,,,,
62386,42,17550,,,,,
26136,42,17606,,,,,
23750,42,17723,,,,,
33125,42,17727,,,,,
58654,42,17779,,,,,
NA,42,17822,,,,,
48750,42,17876,,,,,
29125,42,17880,,,,,
51050,42,17268,,,,,
51667,42,17271,,,,,
41771,42,17094,,,,,
39459,42,17102,,,,,
41771,42,17223,,,,,
34250,42,17224,,,,,
53515,42,17236,,,,,
57845,42,17240,,,,,
NA,11,20427,,,,,
NA,11,20506,,,,,
NA,11,20510,,,,,
NA,11,20520,,,,,
NA,11,20535,,,,,
NA,11,20540,,,,,
NA,11,20551,,,,,
NA,11,20553,,,,,
NA,11,20560,,,,,
NA,11,20565,,,,,
NA,11,20566,,,,,
NA,11,20593,,,,,
141761,24,20660,,,,,
250001,24,20686,,,,,
36696,42,18241,,,,,
57114,42,18353,,,,,
44113,42,18421,,,,,
47000,42,18816,,,,,
115489,42,18954,,,,,
NA,42,18016,,,,,
NA,42,18046,,,,,
40000,42,18068,,,,,
NA,42,18105,,,,,
40263,42,18109,,,,,
NA,42,18195,,,,,
36693,42,18202,,,,,
55156,42,18212,,,,,
58398,42,18223,,,,,
61781,42,18302,,,,,
36500,42,18335,,,,,
50179,42,18342,,,,,
42596,42,18352,,,,,
67868,42,18371,,,,,
35855,42,18427,,,,,
43750,42,18454,,,,,
81250,42,18463,,,,,
31964,42,18843,,,,,
116016,42,18902,,,,,
NA,42,18912,,,,,
12109,42,18913,,,,,
37059,42,18935,,,,,
63875,42,18950,,,,,
NA,42,18225,,,,,
57853,42,18229,,,,,
110577,42,18947,,,,,
90771,42,18976,,,,,
44978,42,18980,,,,,
24087,42,18251,,,,,
60650,42,18324,,,,,
33839,42,18331,,,,,
54250,42,18346,,,,,
47750,42,18445,,,,,
42226,42,18446,,,,,
NA,42,18457,,,,,
57153,42,18466,,,,,
50469,42,18470,,,,,
60159,42,18507,,,,,
37056,42,18614,,,,,
54148,42,18615,,,,,
67921,24,21921,,,,,
18542,24,21675,,,,,
56250,24,21719,,,,,
99883,24,21723,,,,,
23824,24,21762,,,,,
32455,24,21767,,,,,
88098,24,21773,,,,,
112212,24,21777,,,,,
70833,24,21778,,,,,
70893,24,21228,,,,,
32232,24,21522,,,,,
68333,24,21010,,,,,
78320,24,21090,,,,,
79905,24,21102,,,,,
68973,13,30126,,,,,
59833,13,30137,,,,,
47978,13,30554,,,,,
37865,13,30558,,,,,
33425,13,30560,,,,,
42881,13,30606,,,,,
37321,13,30624,,,,,
44521,13,30628,,,,,
41037,13,30633,,,,,
47744,13,30650,,,,,
53125,13,30656,,,,,
33333,13,30176,,,,,
58354,13,30180,,,,,
53269,13,30206,,,,,
66882,13,30214,,,,,
32005,13,30635,,,,,
48519,13,30567,,,,,
53267,13,30630,,,,,
42555,13,30642,,,,,
35899,13,30643,,,,,
28766,13,30669,,,,,
36806,13,30678,,,,,
50029,13,30680,,,,,
36450,13,30705,,,,,
45701,13,30720,,,,,
55725,13,30736,,,,,
53902,13,30813,,,,,
50597,13,30815,,,,,
25326,13,30668,,,,,
29577,13,30673,,,,,
43195,13,30707,,,,,
37455,13,30721,,,,,
NA,13,30726,,,,,
30489,13,30731,,,,,
66111,13,30518,,,,,
37730,13,30520,,,,,
55742,13,30537,,,,,
44802,13,30153,,,,,
60323,13,30157,,,,,
42929,13,30165,,,,,
41243,13,30168,,,,,
49638,13,30173,,,,,
52526,13,30179,,,,,
51807,13,30185,,,,,
50833,13,30220,,,,,
47170,13,30238,,,,,
32185,13,30453,,,,,
35978,13,30454,,,,,
31628,13,30474,,,,,
29781,13,30521,,,,,
47891,13,30523,,,,,
34550,13,30730,,,,,
39950,13,30735,,,,,
51573,13,30738,,,,,
60847,13,30739,,,,,
30412,13,30742,,,,,
30188,13,30757,,,,,
61066,13,30802,,,,,
91825,13,30809,,,,,
88906,12,33957,,,,,
43539,12,33982,,,,,
39861,12,33598,,,,,
95347,12,33480,,,,,
44007,12,33576,,,,,
30456,12,33612,,,,,
36864,12,33614,,,,,
45739,12,33615,,,,,
NA,12,33620,,,,,
35476,12,33709,,,,,
34671,12,33714,,,,,
39592,12,33770,,,,,
45786,12,33772,,,,,
91962,12,33028,,,,,
53808,12,33037,,,,,
26283,12,33054,,,,,
37429,12,33060,,,,,
53222,12,33062,,,,,
40534,12,33181,,,,,
52873,12,33184,,,,,
62275,12,33308,,,,,
41463,12,33314,,,,,
62551,12,33317,,,,,
44875,12,33322,,,,,
75201,12,33325,,,,,
28406,12,33430,,,,,
49978,12,33434,,,,,
66101,12,33467,,,,,
80840,12,33496,,,,,
53320,12,33510,,,,,
37631,12,33541,,,,,
68937,12,33572,,,,,
30774,12,33607,,,,,
61004,12,33609,,,,,
39551,12,33617,,,,,
71055,12,33647,,,,,
46551,12,33702,,,,,
34251,12,33705,,,,,
40868,12,33707,,,,,
36197,12,33711,,,,,
65555,12,33073,,,,,
52417,12,33134,,,,,
21250,12,33136,,,,,
40210,12,33145,,,,,
94399,12,33156,,,,,
134764,12,33158,,,,,
57270,12,33811,,,,,
41753,12,33841,,,,,
44923,12,33160,,,,,
54299,12,33183,,,,,
66758,12,33306,,,,,
31019,12,33311,,,,,
79372,12,33326,,,,,
104849,12,33330,,,,,
54521,12,33351,,,,,
50625,12,33406,,,,,
62134,12,33428,,,,,
59952,12,33432,,,,,
26154,12,33438,,,,,
43098,1,36511,,,,,
25938,1,36524,,,,,
46192,1,36525,,,,,
79632,1,36529,,,,,
50377,1,36583,,,,,
44226,1,36749,,,,,
25267,1,36617,,,,,
11875,1,36723,,,,,
32313,1,36748,,,,,
18681,1,36776,,,,,
36688,1,36782,,,,,
50337,1,36353,,,,,
58571,1,36371,,,,,
33281,1,36453,,,,,
29327,1,36467,,,,,
70250,1,36790,,,,,
23316,1,36832,,,,,
44808,1,36858,,,,,
51047,1,36521,,,,,
28854,1,36471,,,,,
12788,1,36476,,,,,
32628,1,36480,,,,,
19531,1,36513,,,,,
19852,1,36703,,,,,
57407,1,36572,,,,,
49518,1,36575,,,,,
14186,1,36727,,,,,
24315,1,36736,,,,,
28046,1,36740,,,,,
35066,1,36742,,,,,
15581,1,36751,,,,,
34030,1,36754,,,,,
24318,1,36758,,,,,
30029,1,36850,,,,,
37443,1,36003,,,,,
68013,1,36022,,,,,
64250,1,36026,,,,,
26250,1,36032,,,,,
45625,1,36020,,,,,
40388,1,36029,,,,,
30662,1,36432,,,,,
53073,1,36435,,,,,
59357,1,36106,,,,,
55200,1,36258,,,,,
50078,1,36345,,,,,
47212,1,36271,,,,,
31389,1,36276,,,,,
45400,1,36316,,,,,
47232,1,36352,,,,,
45781,1,36370,,,,,
27841,1,36444,,,,,
26250,1,36446,,,,,
25402,1,36477,,,,,
52273,1,36505,,,,,
38750,1,36509,,,,,
42808,1,36544,,,,,
27196,1,36574,,,,,
52870,1,36576,,,,,
20625,1,36612,,,,,
27051,28,39119,,,,,
26850,28,39120,,,,,
41175,28,39191,,,,,
61458,28,39201,,,,,
28462,28,39204,,,,,
43227,28,39208,,,,,
52291,28,39305,,,,,
27850,28,39307,,,,,
38194,28,39322,,,,,
32589,28,39330,,,,,
21130,28,39347,,,,,
20476,28,39366,,,,,
28319,28,39461,,,,,
38653,28,39470,,,,,
28600,28,39478,,,,,
26913,28,39483,,,,,
37019,28,39563,,,,,
49966,28,39571,,,,,
43595,28,39581,,,,,
30705,28,39631,,,,,
29657,28,39648,,,,,
29150,28,39096,,,,,
96947,28,39110,,,,,
36238,28,39111,,,,,
14688,28,39115,,,,,
38159,28,39140,,,,,
18750,28,39144,,,,,
48235,28,39145,,,,,
51497,28,39157,,,,,
22643,28,39159,,,,,
40185,28,39180,,,,,
35601,28,39202,,,,,
35917,28,39206,,,,,
40893,28,39039,,,,,
28621,28,39041,,,,,
32987,28,39051,,,,,
20625,28,39078,,,,,
71008,28,39088,,,,,
29232,28,39663,,,,,
20083,28,39348,,,,,
NA,28,39269,,,,,
44000,28,39327,,,,,
34882,28,39337,,,,,
20694,28,39358,,,,,
55950,28,39359,,,,,
39762,28,39362,,,,,
30531,28,39367,,,,,
28278,28,39422,,,,,
40265,28,39117,,,,,
38284,28,39149,,,,,
64005,28,39211,,,,,
45750,28,39216,,,,,
29650,28,39301,,,,,
25756,28,39328,,,,,
38898,28,39332,,,,,
22182,28,39341,,,,,
36186,28,39355,,,,,
19042,28,39361,,,,,
53131,28,39402,,,,,
50546,39,43515,,,,,
47917,39,43518,,,,,
79375,39,43525,,,,,
54833,39,43532,,,,,
54643,39,43565,,,,,
50075,39,43567,,,,,
27247,39,43610,,,,,
61272,39,43727,,,,,
37732,39,43725,,,,,
41250,39,43738,,,,,
46014,39,43747,,,,,
45028,39,43771,,,,,
29594,39,43777,,,,,
40648,39,43782,,,,,
48182,39,43783,,,,,
30366,39,43787,,,,,
32043,39,43802,,,,,
40373,39,43804,,,,,
35173,39,43903,,,,,
40881,39,43555,,,,,
53110,39,43557,,,,,
42053,39,43611,,,,,
59790,39,43619,,,,,
38038,39,43227,,,,,
40916,39,43326,,,,,
45385,39,43340,,,,,
84582,39,43016,,,,,
86653,39,43023,,,,,
50594,39,43025,,,,,
44500,39,43029,,,,,
52303,39,43068,,,,,
16773,39,43109,,,,,
47875,39,43126,,,,,
36250,39,43128,,,,,
39167,39,43142,,,,,
49531,39,43149,,,,,
52311,39,43153,,,,,
16455,39,43203,,,,,
22813,39,43211,,,,,
69018,39,43230,,,,,
51230,39,43314,,,,,
50658,39,43320,,,,,
67829,39,43323,,,,,
49699,39,43407,,,,,
57127,39,43447,,,,,
52215,39,43449,,,,,
27188,39,43467,,,,,
73958,39,43504,,,,,
52121,39,43517,,,,,
98318,39,43542,,,,,
40813,39,43553,,,,,
NA,39,43927,,,,,
40520,39,43944,,,,,
33667,39,43948,,,,,
43053,39,43964,,,,,
30401,39,43973,,,,,
34932,39,43976,,,,,
67083,39,43112,,,,,
46785,39,43113,,,,,
38269,39,45711,,,,,
49471,39,45744,,,,,
23529,39,45766,,,,,
43924,39,45786,,,,,
39896,39,45788,,,,,
32321,39,45819,,,,,
50406,39,45832,,,,,
47562,39,45840,,,,,
57000,39,45845,,,,,
46458,39,45863,,,,,
60342,39,45729,,,,,
51563,39,45347,,,,,
48080,39,45381,,,,,
38728,39,45414,,,,,
25943,39,45417,,,,,
38974,39,45426,,,,,
44291,39,45504,,,,,
53764,39,45309,,,,,
64107,39,45369,,,,,
32083,39,45620,,,,,
42656,39,45653,,,,,
36641,39,45693,,,,,
40714,39,45770,,,,,
45529,39,45873,,,,,
44429,39,45619,,,,,
36523,39,45732,,,,,
59500,39,45817,,,,,
34732,39,45870,,,,,
45583,39,45836,,,,,
96310,39,45384,,,,,
57473,39,45011,,,,,
42386,39,45032,,,,,
50833,39,45070,,,,,
29189,39,45101,,,,,
34634,39,45123,,,,,
52139,39,45130,,,,,
83985,39,45140,,,,,
68015,39,45162,,,,,
48513,39,45177,,,,,
29172,39,45205,,,,,
24715,39,45206,,,,,
38186,39,45212,,,,,
36766,39,45216,,,,,
21477,39,45219,,,,,
14869,39,45225,,,,,
73784,39,45241,,,,,
62570,39,45248,,,,,
NA,39,45051,,,,,
NA,39,45145,,,,,
49917,39,45147,,,,,
62500,39,45158,,,,,
53256,39,45166,,,,,
51354,39,45319,,,,,
65417,39,45350,,,,,
32273,39,45361,,,,,
50313,39,45372,,,,,
NA,39,45428,,,,,
57806,39,45868,,,,,
NA,39,45617,,,,,
56420,18,47531,,,,,
62143,18,47720,,,,,
47882,18,47803,,,,,
19749,18,47807,,,,,
55735,18,47424,,,,,
52989,18,47449,,,,,
47583,18,47468,,,,,
59327,18,47514,,,,,
55913,18,47515,,,,,
51934,18,47521,,,,,
59087,18,47523,,,,,
54500,18,47551,,,,,
60335,18,47557,,,,,
43727,18,47567,,,,,
47716,18,47575,,,,,
55806,18,47620,,,,,
38621,18,47660,,,,,
28892,18,47017,,,,,
38750,18,47024,,,,,
37051,18,47035,,,,,
50071,18,47117,,,,,
43352,18,47125,,,,,
41921,18,47165,,,,,
53007,18,47201,,,,,
53082,18,47001,,,,,
71106,18,47010,,,,,
53170,18,47011,,,,,
51490,18,47012,,,,,
45536,18,47016,,,,,
43902,18,47023,,,,,
53646,18,47115,,,,,
48325,18,47130,,,,,
35100,18,47140,,,,,
44602,18,47162,,,,,
41250,18,47226,,,,,
46122,18,47220,,,,,
50982,18,47231,,,,,
63454,18,47235,,,,,
42887,18,47265,,,,,
49861,18,47273,,,,,
44750,18,47344,,,,,
56250,18,47361,,,,,
36895,18,47390,,,,,
40352,18,47955,,,,,
55625,18,47980,,,,,
50017,18,47338,,,,,
54250,18,47341,,,,,
41611,18,47348,,,,,
49967,18,47360,,,,,
45688,18,47832,,,,,
43750,18,47982,,,,,
47564,18,47987,,,,,
55556,18,47990,,,,,
31964,18,47997,,,,,
40525,18,47368,,,,,
42500,18,47381,,,,,
39438,18,47451,,,,,
43814,18,47460,,,,,
47014,18,47462,,,,,
60729,22,70782,,,,,
63019,22,70785,,,,,
57140,22,70003,,,,,
53868,22,70006,,,,,
58177,22,70031,,,,,
41164,22,70043,,,,,
34151,22,70062,,,,,
53470,22,70068,,,,,
65682,22,70070,,,,,
34075,22,70114,,,,,
31136,22,70129,,,,,
50473,22,70130,,,,,
51810,22,70131,,,,,
57179,22,70345,,,,,
40949,22,70354,,,,,
39323,22,70358,,,,,
64143,22,70360,,,,,
42895,22,70363,,,,,
46689,22,70391,,,,,
39980,22,70403,,,,,
57404,22,70435,,,,,
53380,22,70437,,,,,
49884,22,70449,,,,,
90720,22,70513,,,,,
32768,22,70514,,,,,
45000,22,70516,,,,,
38541,22,70535,,,,,
38115,22,70548,,,,,
48781,22,70339,,,,,
35100,22,70116,,,,,
39504,22,70118,,,,,
57245,22,70123,,,,,
19926,22,70353,,,,,
31417,22,70357,,,,,
47292,22,70364,,,,,
54375,22,70395,,,,,
30616,22,70422,,,,,
56571,22,70005,,,,,
73840,22,70047,,,,,
53500,22,70356,,,,,
39695,22,70390,,,,,
52100,22,70058,,,,,
43510,22,70084,,,,,
31118,22,70085,,,,,
39024,22,70094,,,,,
54860,22,70726,,,,,
47285,22,70730,,,,,
49722,22,70732,,,,,
58750,22,70736,,,,,
58949,22,70737,,,,,
49821,22,70755,,,,,
30528,22,70760,,,,,
42811,22,70764,,,,,
85389,22,70770,,,,,
51964,22,70778,,,,,
22283,22,70789,,,,,
24964,22,70802,,,,,
23481,22,70807,,,,,
47288,22,70815,,,,,
24773,22,71202,,,,,
56578,22,71225,,,,,
31186,22,71226,,,,,
38733,22,71232,,,,,
24922,22,71245,,,,,
NA,22,71250,,,,,
22244,22,71254,,,,,
45640,22,71264,,,,,
25999,22,71282,,,,,
63625,22,71286,,,,,
34289,22,71327,,,,,
8698,22,71345,,,,,
23603,22,71353,,,,,
35813,22,71355,,,,,
25820,22,71375,,,,,
29038,22,71416,,,,,
32137,22,71028,,,,,
22941,22,71001,,,,,
39185,22,71045,,,,,
32176,5,71901,,,,,
51374,5,71909,,,,,
34238,5,71923,,,,,
40240,5,71940,,,,,
30292,5,71744,,,,,
35777,5,71835,,,,,
53472,5,71865,,,,,
41250,22,71029,,,,,
51875,22,71032,,,,,
35632,22,71040,,,,,
50900,22,71047,,,,,
31101,22,71064,,,,,
36125,22,71065,,,,,
33156,22,71030,,,,,
43904,22,71260,,,,,
40888,22,71201,,,,,
39677,22,71203,,,,,
40938,22,71259,,,,,
28929,22,71044,,,,,
44200,22,71046,,,,,
55217,22,71007,,,,,
36879,22,71019,,,,,
50776,22,71023,,,,,
31667,22,71049,,,,,
38520,22,71060,,,,,
39962,22,71072,,,,,
50720,22,71119,,,,,
26382,22,71004,,,,,
33500,22,71031,,,,,
34352,22,71034,,,,,
46625,22,71039,,,,,
35596,22,71055,,,,,
30999,22,71220,,,,,
35750,22,71229,,,,,
26854,22,71237,,,,,
29545,22,71247,,,,,
37206,22,71269,,,,,
32846,22,71270,,,,,
28625,22,71333,,,,,
26458,22,71357,,,,,
42813,38,58321,,,,,
85682,38,58323,,,,,
17813,38,58335,,,,,
41292,38,58341,,,,,
49219,38,58345,,,,,
42989,38,58382,,,,,
31912,38,58413,,,,,
48693,38,58421,,,,,
48125,38,58423,,,,,
47917,38,58428,,,,,
48250,38,58429,,,,,
46750,38,58440,,,,,
52647,38,58443,,,,,
45461,38,58474,,,,,
44643,38,58492,,,,,
55234,38,58496,,,,,
35923,38,58552,,,,,
57311,38,58554,,,,,
54375,38,58559,,,,,
44861,38,58231,,,,,
35417,38,58239,,,,,
63125,38,58258,,,,,
81302,38,58278,,,,,
36607,38,58355,,,,,
52813,38,58845,,,,,
52000,38,58853,,,,,
65375,38,58004,,,,,
41577,38,58257,,,,,
43802,38,58240,,,,,
41964,38,58244,,,,,
68409,38,58256,,,,,
49167,38,58260,,,,,
54773,38,58261,,,,,
61250,38,58311,,,,,
41458,38,58324,,,,,
30833,38,58351,,,,,
78875,38,58363,,,,,
59375,38,58033,,,,,
53542,38,58040,,,,,
82125,38,58042,,,,,
100114,38,58057,,,,,
63038,38,58078,,,,,
55568,38,58227,,,,,
58958,38,58228,,,,,
44922,38,58011,,,,,
46786,38,58013,,,,,
70938,38,58029,,,,,
42778,38,58031,,,,,
34479,38,58035,,,,,
43333,38,58043,,,,,
49375,38,58052,,,,,
54167,38,58056,,,,,
68182,38,58059,,,,,
46750,38,58425,,,,,
62639,38,58426,,,,,
38750,38,58442,,,,,
35938,38,58445,,,,,
40250,38,58451,,,,,
36442,38,58456,,,,,
54286,30,59936,,,,,
45385,30,59937,,,,,
30772,30,59923,,,,,
42813,30,59933,,,,,
51875,30,59434,,,,,
28500,30,59410,,,,,
55469,30,59420,,,,,
34559,30,59430,,,,,
49167,30,59436,,,,,
25938,30,59440,,,,,
49643,30,59460,,,,,
28875,30,59467,,,,,
46544,30,59468,,,,,
38173,30,59479,,,,,
51250,30,59482,,,,,
46161,30,59523,,,,,
34598,30,59526,,,,,
51172,30,59528,,,,,
111000,30,59529,,,,,
64167,30,59531,,,,,
50250,30,59532,,,,,
41667,30,59545,,,,,
37917,30,59547,,,,,
39111,30,59644,,,,,
55469,30,59728,,,,,
46500,30,59735,,,,,
52926,30,59741,,,,,
33000,30,59746,,,,,
86000,30,59748,,,,,
42500,30,59755,,,,,
52965,30,59804,,,,,
41250,30,59826,,,,,
39286,30,59844,,,,,
21977,30,59845,,,,,
39410,30,59864,,,,,
45954,30,59870,,,,,
51905,30,59223,,,,,
55833,30,59081,,,,,
41711,30,59201,,,,,
65000,30,59242,,,,,
NA,30,59257,,,,,
33190,30,59919,,,,,
57819,30,59922,,,,,
58125,30,59851,,,,,
39946,30,59858,,,,,
50208,30,59867,,,,,
47215,30,59912,,,,,
39375,30,59927,,,,,
33542,30,59929,,,,,
30921,30,59934,,,,,
33295,30,59935,,,,,
53727,30,59404,,,,,
30439,30,59255,,,,,
19688,30,59276,,,,,
28750,30,59322,,,,,
90500,30,59343,,,,,
55296,30,59421,,,,,
41250,30,59424,,,,,
50000,30,59442,,,,,
42017,55,54747,,,,,
43608,55,54757,,,,,
40531,55,54771,,,,,
44783,55,54813,,,,,
64215,55,54011,,,,,
58603,55,54013,,,,,
80223,55,54082,,,,,
65425,55,54126,,,,,
49737,55,54137,,,,,
51150,55,54139,,,,,
38814,55,54149,,,,,
82830,55,54171,,,,,
81914,55,54173,,,,,
40090,55,54177,,,,,
63563,55,54227,,,,,
59267,55,54228,,,,,
46161,55,54234,,,,,
57234,55,54426,,,,,
40000,55,54433,,,,,
49352,55,54446,,,,,
36750,55,54447,,,,,
49044,55,54648,,,,,
44146,55,54004,,,,,
62026,55,54025,,,,,
55385,55,54026,,,,,
29500,55,54814,,,,,
45417,55,54820,,,,,
40851,55,54830,,,,,
41946,55,54843,,,,,
44539,55,54854,,,,,
38510,55,54872,,,,,
41094,55,54888,,,,,
44375,55,54889,,,,,
50599,55,54891,,,,,
32188,55,54896,,,,,
36397,55,54135,,,,,
54987,55,54140,,,,,
44667,55,54143,,,,,
42283,55,54151,,,,,
56667,55,54155,,,,,
57331,55,54162,,,,,
59788,55,54208,,,,,
55172,55,54209,,,,,
56029,55,54214,,,,,
37451,55,54302,,,,,
63197,55,54311,,,,,
49897,55,54403,,,,,
62306,55,54406,,,,,
54414,55,54411,,,,,
43682,55,54416,,,,,
47847,55,54420,,,,,
42143,55,54442,,,,,
65480,55,54455,,,,,
38864,55,54460,,,,,
32639,55,54485,,,,,
37841,55,54491,,,,,
41667,55,54511,,,,,
41000,55,54513,,,,,
46477,55,54515,,,,,
78036,55,54141,,,,,
54286,55,54160,,,,,
40588,55,54161,,,,,
95815,55,54169,,,,,
48152,55,54175,,,,,
53438,55,54210,,,,,
36250,55,54536,,,,,
37917,55,54554,,,,,
42583,55,54558,,,,,
41351,55,54615,,,,,
49202,55,54642,,,,,
40238,55,54655,,,,,
59583,55,54669,,,,,
49773,55,54740,,,,,
51310,55,54742,,,,,
50000,55,54761,,,,,
52784,55,54763,,,,,
42429,55,54768,,,,,
54188,55,54213,,,,,
45597,55,54235,,,,,
46903,55,54301,,,,,
76149,55,54313,,,,,
41671,55,54409,,,,,
56518,55,54412,,,,,
70438,55,54423,,,,,
52442,55,54424,,,,,
58333,55,54430,,,,,
58929,55,54443,,,,,
47815,55,54457,,,,,
52799,55,54476,,,,,
40057,55,54486,,,,,
48466,55,54487,,,,,
39560,55,54495,,,,,
38883,55,54499,,,,,
41402,55,54514,,,,,
32300,55,54526,,,,,
30809,55,54564,,,,,
40691,55,54616,,,,,
47316,55,54622,,,,,
46786,55,54626,,,,,
48843,55,54627,,,,,
40192,55,54631,,,,,
42292,55,54639,,,,,
49225,55,54656,,,,,
47081,55,54660,,,,,
33611,55,54731,,,,,
45795,55,54737,,,,,
45163,55,54772,,,,,
43082,55,54812,,,,,
54291,55,54824,,,,,
38393,55,54846,,,,,
54350,55,54864,,,,,
48906,55,54870,,,,,
53672,55,54927,,,,,
47660,55,54945,,,,,
43281,55,54962,,,,,
41890,55,54984,,,,,
41875,55,54517,,,,,
34648,55,54534,,,,,
92086,27,55378,,,,,
52545,27,55395,,,,,
44180,27,55396,,,,,
69808,27,55397,,,,,
72340,27,55398,,,,,
76353,27,55401,,,,,
52450,27,55406,,,,,
28193,27,55411,,,,,
49068,27,55420,,,,,
48979,27,55421,,,,,
71127,27,55313,,,,,
83393,27,55327,,,,,
45625,27,55332,,,,,
40536,27,55333,,,,,
48092,27,55335,,,,,
68000,27,55339,,,,,
61769,27,55358,,,,,
58438,27,55363,,,,,
72985,27,55416,,,,,
60694,27,55373,,,,,
57891,27,55381,,,,,
53813,27,55385,,,,,
67927,27,55417,,,,,
51250,27,55970,,,,,
50321,27,55976,,,,,
64821,27,55977,,,,,
60647,27,55992,,,,,
93214,27,55442,,,,,
46871,27,55425,,,,,
56725,27,55433,,,,,
63259,27,55434,,,,,
13539,27,55454,,,,,
NA,27,55455,,,,,
52139,27,55707,,,,,
46276,27,55709,,,,,
59828,27,55721,,,,,
57361,27,55738,,,,,
58125,27,55742,,,,,
51607,27,55749,,,,,
37422,27,55760,,,,,
37778,27,55787,,,,,
40179,27,55798,,,,,
59254,27,55810,,,,,
56584,27,55811,,,,,
67011,27,55901,,,,,
53247,27,55904,,,,,
50893,27,55910,,,,,
42368,27,55912,,,,,
70833,27,55929,,,,,
71053,27,55932,,,,,
37083,27,55939,,,,,
46705,27,55949,,,,,
42137,27,55954,,,,,
46976,27,55965,,,,,
88573,27,55419,,,,,
129265,27,55424,,,,,
58438,27,55008,,,,,
79847,27,55011,,,,,
68438,27,55019,,,,,
42944,27,56222,,,,,
46875,27,56227,,,,,
49292,27,56256,,,,,
47292,27,56260,,,,,
55677,27,56273,,,,,
45573,27,56277,,,,,
45494,27,56278,,,,,
39643,27,56292,,,,,
47191,27,56301,,,,,
38988,27,56311,,,,,
52368,27,56318,,,,,
57821,27,56332,,,,,
55673,27,56336,,,,,
49671,27,56353,,,,,
49554,27,56433,,,,,
55194,27,56449,,,,,
49148,27,56465,,,,,
39167,27,56481,,,,,
35354,27,56482,,,,,
36719,27,56527,,,,,
41389,27,56531,,,,,
56964,27,56536,,,,,
40489,27,56542,,,,,
45929,27,56567,,,,,
45389,27,56572,,,,,
45718,27,56573,,,,,
50821,27,56587,,,,,
48182,27,56601,,,,,
38250,27,56637,,,,,
26313,27,56663,,,,,
24821,27,56688,,,,,
55000,27,56733,,,,,
44167,27,56735,,,,,
71342,27,56011,,,,,
64531,27,56026,,,,,
51176,27,56035,,,,,
51842,27,56054,,,,,
54907,27,56072,,,,,
41496,27,56101,,,,,
51344,27,56119,,,,,
46917,27,56131,,,,,
49000,27,56132,,,,,
43527,27,56138,,,,,
63000,27,56157,,,,,
42669,27,56164,,,,,
44250,27,56167,,,,,
44750,27,56168,,,,,
41771,27,56180,,,,,
42971,27,56201,,,,,
57969,27,56025,,,,,
42944,27,56031,,,,,
58203,27,56041,,,,,
36985,27,56051,,,,,
54745,27,56074,,,,,
46250,27,56075,,,,,
47917,27,56255,,,,,
43472,27,56090,,,,,
44506,27,56097,,,,,
45875,27,56122,,,,,
94724,6,92064,,,,,
53060,6,92069,,,,,
38828,6,92086,,,,,
81266,6,92126,,,,,
124229,6,92130,,,,,
43750,6,92236,,,,,
38203,6,92256,,,,,
23663,6,92283,,,,,
46061,6,92328,,,,,
30840,6,92363,,,,,
62957,6,92008,,,,,
65670,6,92036,,,,,
82762,6,92106,,,,,
